�lvaro Obreg�n	10	1931
X	Y	
-99.18905517	19.39559034	
-99.18870662	19.39474765	
-99.18867971	19.39467503	
-99.18856926	19.39441517	
-99.1884518	19.39412806	
-99.18841437	19.39401828	
-99.18839323	19.39391912	
-99.18837246	19.39381737	
-99.1883642	19.39363345	
-99.18837028	19.39343812	
-99.18841325	19.39323015	
-99.18871229	19.39235189	
-99.18881582	19.3920166	
-99.18903757	19.39115069	
-99.18931549	19.39009542	
-99.18946975	19.38949743	
-99.18949645	19.38939511	
-99.18965788	19.38876857	
-99.18980902	19.38820038	
-99.18983868	19.38809068	
-99.18998702	19.38752614	
-99.19016614	19.38685266	
-99.19033885	19.38618877	
-99.19040206	19.38601055	
-99.19083522	19.38502074	
-99.190998	19.38463918	
-99.19124629	19.38405718	
-99.19124911	19.38405058	
-99.19132117	19.38388168	
-99.19139162	19.38371654	
-99.19167257	19.38302995	
-99.19168522	19.38297458	
-99.19169823	19.3829148	
-99.19173375	19.38268083	
-99.19174591	19.38163386	
-99.19174798	19.38133917	
-99.19175423	19.38083135	
-99.19175486	19.38035815	
-99.19175712	19.37963331	
-99.19170485	19.37892943	
-99.19169509	19.37879389	
-99.19163951	19.37805828	
-99.19163018	19.3778828	
-99.19162552	19.377669	
-99.19163746	19.37741505	
-99.1917742	19.37626457	
-99.19179191	19.37612334	
-99.19190789	19.37528409	
-99.19205254	19.37424775	
-99.1921344	19.37359802	
-99.1921406	19.37340351	
-99.1921368	19.37332428	
-99.19211648	19.37319588	
-99.19210177	19.37309751	
-99.19200625	19.37281328	
-99.1919186	19.37262803	
-99.19182731	19.37241532	
-99.19172575	19.37216	
-99.19167886	19.37199575	
-99.19165546	19.37186963	
-99.19164045	19.37165446	
-99.19164705	19.37151112	
-99.19174095	19.37068258	
-99.19179986	19.37015098	
-99.19181588	19.36996965	
-99.19181342	19.36972954	
-99.19179612	19.36947026	
-99.19176271	19.36925186	
-99.19172678	19.36908991	
-99.19165968	19.36886754	
-99.19162632	19.36877058	
-99.19153158	19.36854551	
-99.19143369	19.36837703	
-99.19122034	19.3679804	
-99.19100554	19.36759497	
-99.19090734	19.3674216	
-99.19084412	19.3672586	
-99.19079934	19.36708586	
-99.19078242	19.3669902	
-99.19076589	19.36688683	
-99.19075597	19.3667884	
-99.19078002	19.36643489	
-99.19082678	19.36585195	
-99.19093649	19.36483555	
-99.19109309	19.36348975	
-99.19050186	19.36332	
-99.19015117	19.36323077	
-99.18913354	19.3630142	
-99.18867434	19.3629964	
-99.1884454	19.36302811	
-99.18830466	19.36301603	
-99.18821358	19.36300395	
-99.18811382	19.36298026	
-99.18800443	19.36294508	
-99.18784458	19.36288322	
-99.18700477	19.3622634	
-99.18679314	19.36215431	
-99.18662352	19.36206994	
-99.18568492	19.3617246	
-99.1855414	19.361719	
-99.18537351	19.36173377	
-99.18499871	19.36177283	
-99.18483289	19.36178031	
-99.18388145	19.36170529	
-99.18371205	19.36171806	
-99.18353603	19.36178126	
