Ciudad de México	9	2212
X	Y	
-99.11124114	19.56149777	
-99.11485295	19.55759555	
-99.11571863	19.55666026	
-99.11568509	19.55575571	
-99.11562146	19.55403962	
-99.11848012	19.55218522	
-99.12037349	19.54992318	
-99.12043632	19.54984812	
-99.12103574	19.54913195	
-99.12121762	19.54869632	
-99.12130972	19.54847568	
-99.12146297	19.54810862	
-99.12163374	19.54769955	
-99.12174688	19.54742855	
-99.12188257	19.54710351	
-99.12197875	19.54687311	
-99.12215349	19.54654197	
-99.12223655	19.54638452	
-99.12256571	19.54576071	
-99.12263745	19.54562475	
-99.12273297	19.54544371	
-99.12322718	19.54497103	
-99.12350723	19.54470318	
-99.12419091	19.54404928	
-99.12421391	19.54402728	
-99.12464285	19.543422	
-99.12469291	19.54335134	
-99.12528815	19.54251137	
-99.12537471	19.54238925	
-99.12565257	19.54204657	
-99.1256926	19.54199718	
-99.1259818	19.54164051	
-99.12627551	19.54133535	
-99.12743457	19.54013111	
-99.12814642	19.53939148	
-99.12991051	19.53699388	
-99.13027731	19.53649535	
-99.1305746	19.53609129	
-99.12736766	19.53508391	
-99.12737791	19.53171066	
-99.128083	19.52660937	
-99.12818363	19.52588129	
-99.12810563	19.52529314	
-99.12800458	19.52453112	
-99.12779642	19.52436309	
-99.12773306	19.52431195	
-99.12749755	19.52417077	
-99.12738435	19.5240676	
-99.1273504	19.5240122	
-99.12729825	19.52391148	
-99.12724394	19.52380657	
-99.12709032	19.52350994	
-99.12706348	19.52345808	
-99.12672752	19.52280926	
-99.1267214	19.52279746	
-99.12644063	19.5222552	
-99.12641472	19.52220518	
-99.12616658	19.52172595	
-99.12616415	19.52172125	
-99.12589849	19.52120818	
-99.12573757	19.52102497	
-99.12527638	19.52049994	
-99.12506282	19.52028905	
-99.12477105	19.52000095	
-99.12436452	19.51959952	
-99.12434185	19.51957714	
-99.12424752	19.519484	
-99.12400608	19.51924558	
-99.12388843	19.5191294	
-99.12101472	19.51629165	
-99.12098183	19.51626734	
-99.12087318	19.51618703	
-99.11688192	19.51323689	
-99.11592877	19.51305177	
-99.11440711	19.51106082	
-99.11058931	19.51117314	
-99.11055982	19.51116228	
-99.11023188	19.51104155	
-99.10998977	19.51061886	
-99.10989789	19.51045845	
-99.10943308	19.51031197	
-99.10922742	19.51058137	
-99.10914475	19.51074245	
-99.10897409	19.51111035	
-99.10886869	19.51093097	
-99.10876328	19.51075155	
-99.10874117	19.51070889	
-99.10866797	19.51056768	
-99.10864563	19.51049128	
-99.10783858	19.51046249	
-99.10769991	19.51085514	
-99.10768074	19.51090618	
-99.10763552	19.51102655	
-99.10751189	19.51068975	
-99.10746311	19.51040662	
-99.10744265	19.5102878	
-99.10738863	19.51002366	
-99.10736642	19.50993445	
-99.10730429	19.509685	
-99.10709389	19.51006391	
-99.10704237	19.5101784	
